Major,researchExp,industryExp,toeflScore,GRE_V,GRE_Q,GRE_AWA,CGPA,University
Urban Planning,0.0,0.0,104.21251509054326,155,170,6.0,3.3,University of Minnesota - Twin Cities Campus
Public Policy,0.0,0.0,104.21251509054326,166,166,4.0,3.9,University of Minnesota - Duluth
Philosophy,0.0,0.0,104.21251509054326,161,170,5.5,4.0,Andrews University
Speech Language Pathology,0.0,0.0,104.21251509054326,151,165,4.5,3.7,Pennsylvania State University
Public Health,0.0,0.0,104.21251509054326,155,165,4.5,3.8,University of Massachusetts at Amherst
Mechanical Engineering,0.0,0.0,104.21251509054326,149,169,4.0,3.4,University of Southern California
English,0.0,0.0,104.21251509054326,156,170,5.5,3.0,Pennsylvania State University
English,0.0,0.0,104.21251509054326,166,167,5.5,3.9,Pennsylvania State University
Mechanical Engineering,0.0,0.0,104.21251509054326,144,169,4.5,4.0,University of Wisconsin - Madison
Computer Science,0.0,0.0,104.21251509054326,149,170,4.5,4.0,University of Oregon
Mechanical Engineering,0.0,0.0,104.21251509054326,147,170,3.0,3.6,University of Florida
Computer Science,0.0,0.0,104.21251509054326,138,170,3.0,3.6,University of Alanta
Chemical Engineering,0.0,0.0,104.21251509054326,147,170,5.0,3.5,Gordon College
Industrial Engineering,0.0,0.0,104.21251509054326,152,170,4.0,3.9,"University of California, Berkeley"
Mechanical Engineering,0.0,0.0,104.21251509054326,166,164,4.0,3.9,Columbia University
Statistics,0.0,0.0,104.21251509054326,148,146,2.5,3.0,Bowling Green State University
Electrical Engineering,0.0,0.0,104.21251509054326,144,170,4.0,3.6,Washington State University
Information Systems,0.0,0.0,104.21251509054326,147,158,5.0,3.5,Southern Connecticut State University
Engineering Management,0.0,0.0,104.21251509054326,155,170,5.5,3.9,"Ross University, School of Medicine"
Electronics and Communication,0.0,0.0,104.21251509054326,157,160,4.5,3.6,University of Wisconsin - Milwaukee
Computer Science,0.0,0.0,104.21251509054326,155,170,4.5,3.9,"University of California, Berkeley"
Aerospace Engineering,0.0,0.0,104.21251509054326,137,170,3.5,3.0,Purdue University
Statistics,0.0,0.0,104.21251509054326,155,170,5.5,3.7,Georgetown College
Computer Science,0.0,0.0,104.21251509054326,147,170,5.0,3.8,Carnegie Mellon University
Computer Science,0.0,0.0,104.21251509054326,151,170,5.5,3.8,Carnegie Mellon University
Information Systems,0.0,0.0,104.21251509054326,149,163,5.0,2.5,University of Arizona
Civil Engineering,0.0,0.0,104.21251509054326,144,170,4.5,3.2,University of Colorado at Boulder
Statistics,0.0,0.0,104.21251509054326,154,170,4.5,3.6,"University of California, Berkeley"
Civil Engineering,0.0,0.0,104.21251509054326,164,156,3.0,3.8,Purdue University
Information Systems,0.0,0.0,104.21251509054326,147,170,3.5,3.6,University of Arizona
Philosophy,0.0,0.0,104.21251509054326,146,162,4.5,3.5,University of Mississippi
Electrical Engineering,0.0,0.0,104.21251509054326,136,170,4.5,3.6,University of Wisconsin - Madison
Public Policy,0.0,0.0,104.21251509054326,151,168,5.0,3.7,Georgetown College
Public Policy,0.0,0.0,104.21251509054326,153,170,4.5,3.2,Georgetown College
Public Policy,0.0,0.0,104.21251509054326,154,167,4.5,3.6,Georgetown College
English,0.0,0.0,104.21251509054326,152,159,6.0,3.6,University of Alanta
Public Policy,0.0,0.0,104.21251509054326,153,170,4.5,3.2,George Washington University
Computer Science,0.0,0.0,104.21251509054326,146,170,4.5,3.9,Northeastern University
Computer Science,0.0,0.0,104.21251509054326,146,170,4.5,3.9,University of Southern California
Electrical Engineering,0.0,0.0,104.21251509054326,147,170,4.0,3.4,University of Pennsylvania
Biomedical Engineering,0.0,0.0,104.21251509054326,140,170,4.0,3.5,University of Miami
Public Policy,0.0,0.0,104.21251509054326,144,167,4.5,4.0,Mississippi State University
Mechanical Engineering,0.0,0.0,104.21251509054326,144,170,3.0,3.6,Albright College
Computer Science,0.0,0.0,104.21251509054326,152,170,4.5,3.4,University of Southern California
Statistics,0.0,0.0,104.21251509054326,166,152,4.0,3.3,Michigan State University
Economics,0.0,0.0,104.21251509054326,161,167,4.5,3.9,Brandeis University
Public Health,0.0,0.0,104.21251509054326,142,170,3.5,3.4,Ohio State University
Computer Science,0.0,0.0,104.21251509054326,150,170,3.5,3.7,University of Southern California
Industrial Engineering,0.0,0.0,104.21251509054326,164,159,4.0,3.6,University of Texas at Austin
Mechanical Engineering,0.0,0.0,104.21251509054326,154,170,4.5,4.0,Stanford University
Civil Engineering,0.0,0.0,104.21251509054326,144,169,4.5,4.0,University of Wisconsin - Madison
Computer Science,0.0,0.0,104.21251509054326,146,170,4.5,3.6,University of Southern California
Public Policy,0.0,0.0,104.21251509054326,144,167,3.0,3.6,Gordon College
Computer Science,2.0,0.0,104.21251509054326,164,168,3.5,3.52,Yeshiva University
Computer Science,1.0,13.0,106.0,148,159,4.0,3.71,University of Southern California
Mechanical Engineering,1.0,0.0,104.21251509054326,151,164,3.0,2.7,Texas A&M University - Kingsville
Industrial Engineering,2.0,42.0,88.0,145,154,3.0,3.04,Birmingham-Southern College
Industrial Engineering,2.0,42.0,88.0,145,154,3.0,3.04,Winona State University
Industrial Engineering,2.0,42.0,88.0,145,154,3.0,3.04,State University of New York at Buffalo
Industrial Engineering,0.0,14.0,104.21251509054326,151,157,3.0,3.3,University of Massachusetts at Dartmouth
Electrical Engineering,0.0,5.0,104.21251509054326,151,157,3.0,3.68,University of Southern California
Public Health,0.0,0.0,104.21251509054326,151,157,3.0,3.36,Boston College
Public Policy,0.0,9.0,95.0,151,157,3.0,2.75,Portland State University
Computer Science,1.0,5.0,104.21251509054326,151,157,3.0,3.55,Arizona State University
Engineering Management,1.0,8.0,83.0,151,157,3.0,3.36,Syracuse University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,2.75,University of Toledo
Electrical Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.26,Northern Illinois University
Computer Science,2.0,0.0,104.21251509054326,164,168,3.5,3.52,Colorado State University
Computer Science,2.0,0.0,104.21251509054326,164,168,3.5,3.52,Albright College
Computer Science,0.0,0.0,113.0,158,168,5.0,3.78,"Rutgers, The State University of New Jersey - Newark"
Business Analytics,0.0,12.0,104.21251509054326,151,157,3.0,3.04,University of Maryland at College Park
Computer Science,0.0,0.0,91.0,151,166,4.0,3.68,Westbrook University
Computer Science,0.0,9.0,104.21251509054326,154,166,4.0,3.58,North Carolina State University
Engineering Management,0.0,36.0,104.21251509054326,151,157,3.0,3.65,Georgetown College
Business Analytics,0.0,30.0,104.21251509054326,151,157,3.0,3.6,Kent State University
Computer Science,0.0,21.0,104.21251509054326,150,164,4.0,3.58,"University of California, Irvine"
Mechanical Engineering,3.0,3.0,110.0,152,167,4.0,3.46,University of Illinois at Chicago
Engineering Management,0.0,0.0,104.21251509054326,151,157,3.0,3.52,Northeastern University
Computer Science,0.0,17.0,104.21251509054326,151,157,3.0,3.26,University of Florida
Computer Science,1.0,4.0,104.21251509054326,146,153,4.0,3.23,Rogers State University
Computer Science,0.0,12.0,104.21251509054326,151,168,4.0,3.52,University of Houston
Computer Science,0.0,12.0,104.21251509054326,151,168,4.0,3.52,San Jose State University
Computer Science,0.0,0.0,104.21251509054326,148,162,3.0,3.49,University of Utah
Computer Science,1.0,0.0,104.21251509054326,135,161,3.0,3.62,New Jersey Institute of Technology
Computer Science,1.0,0.0,104.21251509054326,135,161,3.0,3.62,Michigan Technological University
Computer Science,1.0,0.0,104.21251509054326,135,161,3.0,3.62,Indiana University-Purdue University at Indianapolis
Computer Science,0.0,24.0,104.21251509054326,151,157,3.0,3.62,Texas A&M University - Galveston
Computer Science,2.0,6.0,106.0,152,170,5.0,3.9,"University of California, Irvine"
Computer Science,2.0,6.0,106.0,152,170,5.0,3.9,University of Southern California
Computer Science,2.0,6.0,106.0,152,170,5.0,3.9,Texas A&M University - Galveston
Computer Science,0.0,30.0,104.21251509054326,151,157,3.0,3.9,Cornell College
Computer Science,0.0,20.0,104.21251509054326,151,157,3.0,3.71,Illinois Institute of Technology
Mechanical Engineering,0.0,6.0,93.0,151,157,3.0,3.74,Columbia University
Information Systems,0.0,28.0,100.0,148,162,4.0,3.36,Johns Hopkins University
Information Systems,2.0,0.0,104.0,152,165,4.0,3.94,University of Texas at Dallas
Computer Science,2.0,0.0,104.0,152,165,4.0,3.94,Arizona State University
Computer Science,2.0,0.0,104.0,152,165,4.0,3.94,University of Southern California
Computer Science,0.0,0.0,104.21251509054326,146,158,3.0,3.33,Illinois Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,146,158,3.0,3.33,Albany State University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.9,Arizona State University
Business Analytics,1.0,45.0,104.21251509054326,151,157,3.0,3.2,Arizona State University
Business Analytics,1.0,45.0,104.21251509054326,151,157,3.0,3.2,University of Rochester
Business Analytics,1.0,45.0,104.21251509054326,151,157,3.0,3.2,University of Illinois at Urbana-Champaign
Business Analytics,1.0,45.0,104.21251509054326,151,157,3.0,3.2,New York University
Computer Science,0.0,0.0,119.0,157,165,5.0,3.3,New York University
Civil Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.42,George Mason University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.42,George Washington University
Civil Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.42,Northeastern University
Computer Science,0.0,31.0,95.0,155,164,3.5,3.55,University of Illinois at Urbana-Champaign
Computer Science,0.0,0.0,106.0,149,159,4.0,3.87,Indiana University at Bloomington
Computer Science,1.0,12.0,104.21251509054326,151,157,3.0,3.71,University of Houston
Biomedical Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.46,University of Colorado at Boulder
Civil Engineering,0.0,108.0,96.0,148,170,3.0,3.23,New Jersey Institute of Technology
Computer Science,0.0,22.0,104.21251509054326,134,134,2.0,2.6,Cleveland State University
Computer Science,1.0,4.0,104.21251509054326,146,153,4.0,3.23,"University of Houston, Clear Lake"
Computer Science,0.0,0.0,104.21251509054326,154,169,3.0,3.49,Tufts University
Computer Science,0.0,0.0,102.0,142,155,3.0,3.78,University of Colorado at Boulder
Electrical Engineering,0.0,0.0,104.21251509054326,152,160,3.0,3.42,Virginia State University
Computer Science,1.0,13.0,106.0,148,159,4.0,3.71,University of Southern California
Computer Science,1.0,0.0,104.21251509054326,135,161,3.0,3.62,New York University
Computer Science,0.0,1.0,104.21251509054326,140,164,3.0,3.58,Stevens Institute of Technology
Computer Science,0.0,1.0,104.21251509054326,140,164,3.0,3.58,Albany State University
Computer Science,0.0,1.0,104.21251509054326,140,164,3.0,3.58,University of Texas at Arlington
Computer Science,0.0,0.0,79.0,140,157,3.0,3.81,University of Texas at Arlington
Computer Science,0.0,31.0,102.0,149,161,4.0,3.3,University of Massachusetts at Amherst
Computer Science,3.0,10.0,111.0,154,168,4.0,3.49,Johns Hopkins University
Computer Science,0.0,1.0,104.21251509054326,142,162,4.0,3.9,State University of New York at Buffalo
Civil Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.46,Columbia University
Computer Science,0.0,6.0,101.0,153,163,4.0,3.17,University of Illinois at Springfield
Computer Science,0.0,6.0,101.0,153,163,4.0,3.17,"California State University, Sacramento"
Computer Science,0.0,6.0,101.0,153,163,4.0,3.17,"California State University, Fresno"
Computer Science,0.0,6.0,101.0,153,163,4.0,3.17,Stevens Institute of Technology
Electrical Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.71,Rensselaer Polytechnic Institute
MIS,0.0,10.0,104.21251509054326,153,161,3.0,3.2,Stevens Institute of Technology
Business Analytics,1.0,48.0,104.21251509054326,151,157,3.0,3.49,University of Texas at Dallas
Electrical Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.71,University of Virginia
Computer Science,0.0,14.0,104.21251509054326,152,158,4.0,3.23,New Jersey Institute of Technology
Computer Science,0.0,14.0,104.21251509054326,152,158,4.0,3.23,Stevens Institute of Technology
Computer Science,0.0,0.0,107.0,150,167,3.0,3.52,Indiana University at Bloomington
Computer Science,0.0,0.0,107.0,150,167,3.0,3.52,North Carolina State University
Computer Science,0.0,0.0,107.0,150,167,3.0,3.52,Arizona State University
Computer Science,1.0,17.0,93.0,151,157,3.0,3.46,University of Pittsburgh
Computer Science,0.0,19.0,102.0,149,167,3.0,3.42,North Carolina State University
Information Systems,1.0,12.0,104.21251509054326,151,157,3.0,3.3,George Mason University
Computer Science,1.0,22.0,102.0,150,161,4.0,3.81,University of Illinois at Chicago
Computer Science,1.0,22.0,102.0,150,161,4.0,3.81,Texas A&M University - Galveston
Information Systems,0.0,0.0,104.21251509054326,153,161,4.0,3.36,University of Illinois at Chicago
Information Systems,0.0,0.0,104.21251509054326,153,161,4.0,3.36,University of Texas at Dallas
Information Systems,0.0,0.0,104.21251509054326,153,161,4.0,3.36,Stevens Institute of Technology
Information Systems,0.0,0.0,104.21251509054326,153,161,4.0,3.36,Boston College
Information Systems,0.0,0.0,104.21251509054326,153,161,4.0,3.36,University of Pittsburgh
Computer Science,0.0,4.0,102.0,145,156,3.0,3.49,Syracuse University
Computer Science,0.0,4.0,102.0,145,156,3.0,3.49,Stevens Institute of Technology
Computer Science,0.0,4.0,102.0,145,156,3.0,3.49,Indiana University at Bloomington
Information Systems,0.0,4.0,102.0,145,156,3.0,3.49,"California State University, San Bernadino"
Information Systems,0.0,4.0,102.0,145,156,3.0,3.49,Arizona State University
Computer Science,0.0,0.0,104.21251509054326,155,162,4.0,3.49,Stevens Institute of Technology
Computer Science,2.0,34.0,115.0,169,169,4.5,3.3,Westbrook University
Computer Science,1.0,1.0,92.0,144,154,3.0,3.36,Florida State University
Computer Science,1.0,1.0,92.0,144,154,3.0,3.36,Illinois Institute of Technology
Computer Science,0.0,5.0,104.21251509054326,161,169,2.0,3.3,Texas Tech University
Computer Science,1.0,0.0,104.21251509054326,140,160,3.0,3.74,Indiana University at Bloomington
Computer Science,2.0,21.0,104.21251509054326,157,162,3.0,3.46,Illinois Institute of Technology
Computer Science,2.0,21.0,104.21251509054326,157,162,3.0,3.46,University of Massachusetts at Dartmouth
Computer Science,2.0,21.0,104.21251509054326,157,162,3.0,3.46,University of Texas at Arlington
Computer Science,2.0,21.0,104.21251509054326,157,162,3.0,3.46,Indiana University at Bloomington
Computer Science,0.0,19.0,102.0,150,162,3.0,3.36,Stevens Institute of Technology
Computer Science,0.0,19.0,102.0,150,162,3.0,3.36,New Jersey Institute of Technology
Computer Science,0.0,19.0,102.0,150,162,3.0,3.36,New York University
MIS,2.0,0.0,93.0,151,157,3.0,3.81,Syracuse University
MIS,2.0,0.0,93.0,151,157,3.0,3.81,Ohio State University - Newark
MIS,2.0,0.0,93.0,151,157,3.0,3.81,San Diego State University
MIS,2.0,0.0,93.0,151,157,3.0,3.81,Northwestern University
Computer Science,0.0,4.0,108.0,147,164,4.0,3.81,Arizona State University
Electrical Engineering,1.0,6.0,102.0,151,157,3.0,3.39,University of Wisconsin - Madison
Electrical Engineering,1.0,6.0,102.0,151,157,3.0,3.39,North Carolina State University
Electrical Engineering,1.0,6.0,102.0,151,157,3.0,3.39,University of Colorado at Boulder
Civil Engineering,0.0,0.0,99.0,151,157,3.0,3.42,University of Illinois at Urbana-Champaign
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.49,Oregon State University
Computer Science,0.0,0.0,79.0,156,163,4.0,3.49,George Washington University
Computer Science,0.0,0.0,106.0,160,170,4.0,3.62,University of South Florida
Computer Science,0.0,0.0,106.0,160,170,4.0,3.62,University of Cincinnati
Computer Science,0.0,20.0,105.0,156,170,3.0,3.58,State University of New York at Buffalo
Civil Engineering,0.0,0.0,99.0,151,157,3.0,3.42,Georgia Institute of Technology
Computer Science,1.0,17.0,107.0,147,170,3.0,3.68,Carnegie Mellon University
Computer Science,1.0,17.0,107.0,147,170,3.0,3.68,Rice University
Civil Engineering,3.0,3.0,110.0,152,167,4.0,3.46,New York University
Civil Engineering,1.0,6.0,104.21251509054326,151,157,3.0,3.65,Georgia Institute of Technology
Civil Engineering,1.0,6.0,104.21251509054326,151,157,3.0,3.65,North Carolina State University
Computer Science,1.0,4.0,104.21251509054326,146,153,4.0,3.23,George Washington University
Computer Science,0.0,1.0,104.21251509054326,142,162,4.0,3.9,Arizona State University
Computer Science,0.0,0.0,106.0,149,159,4.0,3.87,University of Colorado at Boulder
Computer Science,0.0,0.0,105.0,159,169,2.0,3.49,Kent State University
Computer Science,0.0,0.0,105.0,159,169,2.0,3.49,University of Central Florida
Computer Science,0.0,0.0,105.0,159,169,2.0,3.49,Albany State University
Computer Science,0.0,0.0,105.0,159,169,2.0,3.49,New Jersey Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.71,Pennsylvania State University
Information Systems,3.0,55.0,104.21251509054326,137,157,4.0,3.04,State University of New York at Buffalo
Information Systems,3.0,55.0,104.21251509054326,137,157,4.0,3.04,Arizona State University
Civil Engineering,0.0,0.0,110.0,151,157,3.0,3.97,Georgia Institute of Technology
Civil Engineering,0.0,0.0,110.0,151,157,3.0,3.97,University of Illinois at Urbana-Champaign
Mechanical Engineering,2.0,79.0,102.0,149,160,5.0,3.23,University of Miami
Architecture,0.0,3.0,102.0,151,157,3.0,3.52,"University of California, Berkeley"
Computer Science,0.0,42.0,101.0,150,166,4.0,3.78,University of Colorado at Boulder
Civil Engineering,0.0,0.0,104.21251509054326,156,160,3.0,3.71,Arizona State University
Computer Science,0.0,44.0,104.21251509054326,157,166,4.0,3.78,University of Colorado at Boulder
Civil Engineering,1.0,9.0,67.0,131,142,3.0,3.36,Northeastern University
Public Health,0.0,0.0,104.21251509054326,151,157,3.0,3.9,Drexel University
Public Health,0.0,68.0,104.21251509054326,151,157,3.0,3.07,New York Medical College
Information Systems,0.0,20.0,104.21251509054326,151,157,3.0,3.04,University of Texas at Dallas
Computer Science,3.0,10.0,111.0,154,168,4.0,3.49,Columbia University
Industrial Engineering,0.0,13.0,104.21251509054326,151,157,3.0,3.62,Northeastern University
MIS,0.0,0.0,104.21251509054326,155,162,4.0,3.49,Northeastern University
Computer Science,0.0,0.0,104.21251509054326,155,162,4.0,3.49,Northeastern University
Civil Engineering,0.0,0.0,104.21251509054326,155,162,4.0,3.49,Northeastern University
Civil Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.62,Northeastern University
Civil Engineering,1.0,17.0,93.0,151,157,3.0,3.46,Northeastern University
Civil Engineering,1.0,17.0,93.0,151,157,3.0,3.46,Northeastern University
Computer Science,0.0,1.0,104.21251509054326,142,162,4.0,3.9,Syracuse University
Computer Science,0.0,1.0,104.21251509054326,142,162,4.0,3.9,Winona State University
Computer Science,0.0,1.0,104.21251509054326,142,162,4.0,3.9,Virginia State University
Civil Engineering,0.0,31.0,104.21251509054326,151,157,3.0,2.3,Auburn University at Montgomery
Computer Science,2.0,10.0,104.21251509054326,151,157,3.0,3.71,University of Massachusetts at Amherst
Engineering Management,1.0,7.0,79.0,136,161,3.0,3.52,University of Texas at Dallas
Computer Science,0.0,0.0,91.0,151,157,3.0,3.68,Indiana University at Bloomington
Computer Science,0.0,0.0,91.0,151,157,3.0,3.68,George Washington University
Computer Science,0.0,0.0,91.0,151,157,3.0,3.68,Illinois Institute of Technology
Computer Science,0.0,0.0,91.0,151,157,3.0,3.68,State University of New York at Buffalo
Computer Science,0.0,0.0,104.21251509054326,155,163,3.0,3.39,Arizona State University
Computer Science,1.0,0.0,104.21251509054326,145,147,3.0,3.49,Stevens Institute of Technology
Civil Engineering,0.0,108.0,96.0,148,170,3.0,3.23,Texas Tech University
Business Analytics,0.0,13.0,104.21251509054326,151,157,3.0,3.33,University of Massachusetts at Boston
Business Analytics,0.0,13.0,104.21251509054326,151,157,3.0,3.33,University of Texas at Dallas
Business Analytics,0.0,35.0,104.21251509054326,152,158,4.0,2.95,University of Miami
Computer Science,2.0,7.0,104.21251509054326,147,154,4.0,3.78,San Jose State University
Computer Science,2.0,7.0,104.21251509054326,147,154,4.0,3.78,University of Southern California
Computer Science,2.0,0.0,104.21251509054326,164,168,3.5,3.52,Clemson University
Computer Science,0.0,45.0,104.21251509054326,151,157,3.0,3.04,Adelphi University
Computer Science,0.0,45.0,104.21251509054326,151,157,3.0,3.04,University of Dayton
Computer Science,0.0,0.0,104.21251509054326,142,156,4.0,3.46,"California State University, Hayward"
Computer Science,0.0,1.0,104.21251509054326,142,162,4.0,3.9,University of Massachusetts at Amherst
Computer Science,0.0,0.0,103.0,151,157,3.0,3.8,Georgia Institute of Technology
Computer Science,2.0,0.0,104.21251509054326,149,161,4.0,3.58,Colorado State University
Civil Engineering,0.0,7.0,99.0,149,157,4.0,3.68,University of Illinois at Chicago
Civil Engineering,0.0,7.0,99.0,149,157,4.0,3.68,Georgia Institute of Technology
Civil Engineering,0.0,7.0,99.0,149,157,4.0,3.68,Columbia University
Civil Engineering,0.0,7.0,99.0,149,157,4.0,3.68,New York University
Civil Engineering,0.0,7.0,99.0,149,157,4.0,3.68,Arizona State University
Computer Science,0.0,15.0,104.21251509054326,151,157,3.0,3.62,University of Maryland Baltimore County
Mechanical Engineering,0.0,6.0,93.0,151,157,3.0,3.74,George Washington University
Mechanical Engineering,0.0,6.0,93.0,151,157,3.0,3.74,"University of California, Berkeley"
Mechanical Engineering,0.0,6.0,93.0,151,157,3.0,3.74,New York University
Mechanical Engineering,0.0,6.0,93.0,151,157,3.0,3.74,University of Michigan - Ann Arbor
Business Analytics,0.0,35.0,104.21251509054326,152,158,4.0,2.95,Syracuse University
Biomedical Engineering,0.0,28.0,95.0,147,156,4.0,3.42,New Jersey Institute of Technology
Biomedical Engineering,0.0,28.0,95.0,147,156,4.0,3.42,Wright State University
Computer Science,0.0,28.0,95.0,147,156,4.0,3.42,Oklahoma State University
Computer Science,0.0,46.0,104.21251509054326,151,157,3.0,3.74,"California State University, Long Beach"
Computer Science,3.0,7.0,116.0,159,167,4.5,3.97,State University of New York at Buffalo
Computer Science,0.0,0.0,105.0,149,162,4.0,3.68,North Carolina State University
Computer Science,0.0,0.0,105.0,149,162,4.0,3.68,New York University
Computer Science,0.0,0.0,105.0,149,162,4.0,3.68,"Rutgers, The State University of New Jersey - Newark"
Civil Engineering,0.0,0.0,105.0,149,162,4.0,3.68,Arizona State University
Computer Science,1.0,4.0,110.0,161,163,4.0,3.49,Fordham University
Computer Science,1.0,4.0,110.0,161,163,4.0,3.49,Rogers State University
Computer Science,1.0,4.0,110.0,161,163,4.0,3.49,Northeastern University
Computer Science,2.0,0.0,104.21251509054326,149,162,4.0,3.9,Carnegie Mellon University
Computer Science,0.0,0.0,104.21251509054326,162,162,4.0,3.62,University of Maryland Baltimore County
Computer Science,1.0,0.0,115.0,161,164,5.0,3.49,"Rutgers, The State University of New Jersey - Newark"
Computer Science,1.0,0.0,104.21251509054326,145,157,3.0,3.68,New York University
Civil Engineering,1.0,0.0,104.21251509054326,145,157,3.0,3.68,Northeastern University
Computer Science,1.0,0.0,104.21251509054326,145,157,3.0,3.68,Georgetown College
Engineering Management,0.0,0.0,104.21251509054326,160,153,3.5,3.87,Cornell College
Computer Science,0.0,21.0,105.0,145,164,4.0,3.78,Arizona State University
Computer Science,0.0,21.0,105.0,145,164,4.0,3.78,Stevens Institute of Technology
Computer Science,0.0,21.0,105.0,145,164,4.0,3.78,University of Texas at Dallas
Computer Science,0.0,21.0,105.0,145,164,4.0,3.78,Indiana University at Bloomington
Computer Science,0.0,21.0,105.0,145,164,4.0,3.78,North Carolina State University
Computer Science,2.0,15.0,111.0,160,169,4.5,3.71,Westbrook University
Industrial Engineering,1.0,20.0,104.21251509054326,155,168,4.0,3.3,Virginia State University
Computer Science,1.0,27.0,104.21251509054326,148,154,3.0,3.62,University of Georgia
Electrical and Computer Engineering,0.0,12.0,96.0,150,162,3.5,3.68,Arizona State University
Computer Science,2.0,15.0,111.0,160,169,4.5,3.71,Northeastern University
Computer Science,2.0,0.0,105.0,150,156,4.0,3.87,Northeastern University
Electrical Engineering,4.0,4.0,104.21251509054326,151,157,3.0,2.65,College of Notre Dame
Computer Science,0.0,0.0,104.21251509054326,157,168,3.0,3.36,University of South Florida
Civil Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.78,Illinois Institute of Technology
Electronics and Communication,0.0,0.0,104.21251509054326,151,157,3.0,3.78,Northeastern University
Electrical and Computer Engineering,1.0,47.0,100.0,150,159,4.0,3.71,University of Southern California
Information Systems,1.0,24.0,94.0,151,161,4.0,3.78,University of Utah
Computer Science,0.0,0.0,104.21251509054326,142,156,4.0,3.46,George Mason University
Computer Science,0.0,3.0,104.21251509054326,151,157,3.0,3.68,University of Rochester
Computer Science,1.0,11.0,104.21251509054326,160,165,3.0,3.68,New Jersey Institute of Technology
Business Analytics,1.0,42.0,104.21251509054326,151,157,3.0,3.8,Lafayette College
Civil Engineering,0.0,20.0,104.21251509054326,151,157,3.0,3.71,State University of New York at Buffalo
Computer Science,1.0,4.0,97.0,145,165,4.0,3.87,Arizona State University
Computer Science,0.0,0.0,104.21251509054326,142,156,4.0,3.46,Illinois Institute of Technology
Computer Science,0.0,0.0,104.21251509054326,142,156,4.0,3.46,Texas Tech University
Computer Science,0.0,3.0,118.0,155,166,5.0,3.62,Arizona State University
Computer Science,1.0,11.0,104.21251509054326,160,165,3.0,3.68,New York University
MIS,1.0,3.0,104.21251509054326,149,154,4.0,3.62,Northeastern University
Computer Science,1.0,18.0,104.21251509054326,151,157,3.0,3.17,George Mason University
Computer Science,0.0,0.0,104.21251509054326,151,157,3.0,3.9,State University of New York at Buffalo
Computer Science,1.0,17.0,107.0,147,170,3.0,3.68,Florida State University
Electrical and Computer Engineering,1.0,19.0,109.0,161,167,5.0,3.68,Texas A&M University - Galveston
Computer Science,1.0,0.0,104.21251509054326,151,157,3.0,3.78,George Washington University
Civil Engineering,1.0,0.0,104.21251509054326,151,157,3.0,3.78,Duke University
Civil Engineering,0.0,0.0,106.0,148,166,3.0,3.26,Georgia Institute of Technology
Architecture,0.0,29.0,104.21251509054326,151,157,3.0,3.17,Georgia Institute of Technology
Computer Science,1.0,4.0,104.21251509054326,146,153,4.0,3.23,University of Massachusetts at Dartmouth
Mechanical Engineering,0.0,0.0,104.21251509054326,156,160,3.0,3.71,Missouri University of Science and Technology
Computer Science,0.0,0.0,104.21251509054326,154,159,4.0,3.78,Indiana University at Bloomington
Computer Science,0.0,0.0,104.21251509054326,154,159,4.0,3.78,New Jersey Institute of Technology
Civil Engineering,3.0,12.0,79.0,135,160,3.0,3.1,New Jersey Institute of Technology
Information Systems,0.0,1.0,104.21251509054326,137,148,2.5,3.26,Gannon University
Computer Science,1.0,11.0,104.21251509054326,160,165,3.0,3.68,University of New Haven
Mechanical Engineering,0.0,0.0,104.21251509054326,156,160,3.0,3.71,Arizona State University
Computer Science,2.0,6.0,106.0,152,170,5.0,3.9,North Carolina State University
Computer Science,2.0,6.0,106.0,152,170,5.0,3.9,Arizona State University
Civil Engineering,0.0,0.0,99.0,151,157,3.0,3.42,"University of California, Berkeley"
Civil Engineering,0.0,0.0,99.0,151,157,3.0,3.42,University of Michigan - Ann Arbor
Computer Science,2.0,7.0,104.21251509054326,147,154,4.0,3.78,University of Southern California
Computer Science,2.0,7.0,104.21251509054326,147,154,4.0,3.78,"University of California, San Diego"
Electrical Engineering,1.0,47.0,100.0,150,159,4.0,3.71,University of Southern California
Mechanical Engineering,0.0,0.0,104.21251509054326,156,160,3.0,3.71,University of Dayton
Biomedical Engineering,0.0,0.0,104.21251509054326,151,157,3.0,3.52,"University of California, San Diego"
Computer Science,1.0,4.0,104.21251509054326,152,166,3.0,3.74,Northeastern University
Computer Science,1.0,4.0,104.21251509054326,152,166,3.0,3.74,Indiana University at Bloomington
Computer Science,1.0,4.0,104.21251509054326,152,166,3.0,3.74,"University of California, San Diego"
